tweet_id,clean_tweet,user_id,lat,long,city,country,state,state_code,political_label,label_score,stance
1.3166190253596262e+18,trumpcrimefamily stealing from childrens charity what a bunch of cons trumpliesamericansdie maga trumpcovid19 trump,35547675.0,33.0369867,-117.2919818,,United States of America,California,CA,Welfare,0.4266431629657745,Weakly Supports
1.3167215663826862e+18,they let grandpa amp grandma die but made sure the hedge fund bros were ok as virus spread reports of trump administrations private briefings fueled selloff coronavirus,70776910.0,18.465299,-66.11666600000001,San Juan,United States of America,Puerto Rico,PR,Welfare,0.6079390645027161,Neutral
1.3167454009892332e+18,millions of boxes of food given to needy families wletters signed by trump taking credit stuffed inside an 8 billion program for drugdiscount cards to seniors featuring trump branding intended to arrive before the nov 3 election paid for wtaxpayer losertrump,16327808.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Welfare,0.4871969223022461,Neutral
1.3167616278998917e+18,wethepeople are thankful that twitter locked down since she obviously does not understand she works for us not trump,535837061.0,35.227208600000004,-80.84308270000001,Charlotte,United States of America,North Carolina,NC,Welfare,0.5046138763427734,Neutral
1.316775843482362e+18,boat sinking aq107 common sense for the common good alaskaquinn trump,300521299.0,64.44596130000001,-149.680909,,United States of America,Alaska,AK,Welfare,0.4046200215816498,Neutral
1.3168005226204692e+18,who will decide the election2020 and is donaldtrumps campaign appealing to them explores this topic in his recent article read more here fesfellows2020 uselections2020 usa presidenttrump,1553913206.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Welfare,0.5812523365020752,Neutral
1.3168402272567706e+18,earth moon life aq130 common sense for the common good alaskaquinn trump,300521299.0,64.44596130000001,-149.680909,,United States of America,Alaska,AK,Welfare,0.4677856862545013,Neutral
1.3168870769530348e+18,fish lead by example aq134 common sense for the common good alaskaquinn trump,300521299.0,64.44596130000001,-149.680909,,United States of America,Alaska,AK,Welfare,0.5431563258171082,Neutral
1.3169449059949855e+18,sooraraipottru movie release on october 30th in amazon prime madly wating for that movie sooraraipottruonprimeoct30 california trump,7.485087478283264e+17,34.0536909,-118.242766,Los Angeles,United States of America,California,CA,Welfare,0.4887210726737976,Neutral
1.3170872106640384e+18,trump to you told me but what you tell me doesnt necessarily make it fact heres fact trumps 50 year adult track record simply proves he can never be trusted more fact i just cant safely trust my familys wellbeing to trump ask his niece,190017774.0,26.5256179,-80.0666026,Boynton Beach,United States of America,Florida,FL,Welfare,0.4341444075107574,Neutral
1.3170893761454285e+18,trump to you told me but what you tell me doesnt necessarily make it fact heres fact trumps 50 year adult track record simply proves he can never be trusted more fact i just cant safely trust my family wellbeing to trump ask his niece,190017774.0,26.5256179,-80.0666026,Boynton Beach,United States of America,Florida,FL,Welfare,0.4119694232940674,Neutral
1.3170902771154985e+18,trump to you told me but what you tell me doesnt necessarily make it fact heres fact trumps 50 year adult track record simply proves he can never be trusted more fact i just cant safely trust my family wellbeing to trump ask his niece,190017774.0,26.5256179,-80.0666026,Boynton Beach,United States of America,Florida,FL,Welfare,0.4119702279567718,Neutral
1.317093544973271e+18,how can a president of a country deny financial help in time of a crisis for a place in their country garbage heap trump did trump is the most disgusting human amp has no business running this country cawild fires votebluetosaveamerica,1.25375017818146e+18,33.687438799999995,-80.4363743,,United States of America,South Carolina,SC,Welfare,0.4165671765804291,Weakly Supports
1.3170958178246042e+18,trump to you told me but what you tell me doesnt necessarily make it fact heres fact trumps 50 year adult track record simply proves he can never be trusted more fact i just cant safely trust my family wellbeing to trump ask his niece,190017774.0,26.5256179,-80.0666026,Boynton Beach,United States of America,Florida,FL,Welfare,0.4119694232940674,Neutral
1.317098691589591e+18,remember when we had an ad like highlighting how trump denigrates women during election2016 i was moved then too trump still won i wish more voters caredcared enoughabout the wellbeing the futures of girls and women,2919219271.0,38.5810606,-121.4938951,Sacramento,United States of America,California,CA,Welfare,0.5861835479736328,Weakly Supports
1.3171001291874836e+18,le parti rpublicain en passe de sallier avec le mvt conspirationiste qanon qui pense que les usa sont secrtement gouverns par des pdophiles mangeurs denfants dont obama et clinton ceux qui simagine laprs trump comme un retour la normale,8.090684971626168e+17,29.7589382,-95.3676974,Houston,United States of America,Texas,TX,Welfare,0.4064780473709106,Neutral
1.317132860617273e+18,source some agents are not happy being around president trump they may have to sacrifice their lives to protect him but feel he does not care about their welfare,48008414.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Welfare,0.6898846626281738,Weakly Supports
